Tier,ProductCode,Product Description
3,430213,"Tanned or dressed whole skins of lamb, not asse"
3,430219,"Tanned or dressed whole furskins, not assembled"
3,430220,"Tanned or dressed heads, tails, paws and other"
3,430230,Tanned or dressed whole furskins and other piec
2,4303,"Articles of apparel, clothing accessories, etc,"
3,430310,Articles of apparel and clothing accessories of
3,430390,"Articles of furskin, nes"
2,4304,Artificial fur and articles thereof
3,430400,Artificial fur and articles thereof
1,44,Wood and articles of wood; wood  charcoal.
2,4401,"Fuel wood, in logs..., etc; wood chips or parti"
3,440110,"Fuel wood, in logs, in billets... or in similar"
3,440121,Coniferous wood in chips or particles
3,440122,Non-coniferous wood in chips or particles
3,440130,"Sawdust, wood waste and scrap (incl. agglomerat"
2,4402,Wood charcoal (incl. agglomerated)
3,440200,Wood charcoal
2,4403,Wood in the rough or roughly squared
3,440310,"Wood in the rough..., treated with paint, stain"
3,440320,Untreated coniferous wood in the rough...
3,440331,"Dark Red Meranti, Light Red Meranti and Meranti"
3,440332,"White Lauan, White Meranti, White Seraya, Yello"
3,440333,"Keruing, Ramin, Kapur, Teak, Jongkong, Merbau,"
3,440334,"Okoume, Obeche, Sapeli, Sipo, Acajou d'Afrique,"
3,440335,"Tiama, Mansonia, Ilomba, Dibetou, Limba and Azo"
3,440391,"Oak (Quercus spp.) wood in the rough, (excl. tr"
3,440392,"Beech (Fagus spp.) wood in the rough, (excl. tr"
3,440399,"Wood, nes in the rough..., (excl. treated)"
2,4404,"Hoopwood; split poles; piles, etc; wooden stick"
3,440410,"Coniferous hoopwood; split poles, etc; wooden s"
3,440420,"Non-coniferous hoopwood; split poles, etc; wood"
2,4405,Wood wool; wood flour
3,440500,Wood wool; wood flour
2,4406,Railway or tramway sleepers (cross-ties) of woo
3,440610,Railway or tramway sleepers (cross-ties) of woo
3,440690,Railway or tramway sleepers (cross-ties) of woo
2,4407,"Wood sawn or chipped lengthwise, sliced or peel"
3,440710,"Coniferous wood sawn or chipped lengthwise, sli"
3,440721,"Specified tropical woods (Meranti, etc) sawn le"
3,440722,"Specified tropical woods (OKoume..., etc) sawn"
3,440723,"Baboen, Mahogany, Imbuia and Balsa wood, sawn l"
3,440791,"Oak (Quercus spp.) wood,sawn/chipped lengthwise"
3,440792,"Beech (Fagus spp.) wood,sawn/chipped lengthwise"
3,440799,"Wood, nes sawn or chipped lengthwise, sliced or"
2,4408,"Veneer sheets and sheets for plywood, etc, =<6m"
3,440810,Coniferous veneer sheets and sheets for plywood
3,440820,Specified tropical wood veneer sheets and for p
3,440890,Veneer sheets and sheets for plywood and other
2,4409,"Wood, continuously shaped along any of its edge"
3,440910,"Coniferous wood, continuously shaped along any"
3,440920,"Non-coniferous wood, continuously shaped along"
2,4410,Particle board and similar board of wood or oth
3,441010,"Particle board and similar board of wood, unwor"
3,441090,Particle board and similar board of ligneous ma
2,4411,Fibreboard of wood or other ligneous materials
3,441111,"Fibreboard of a density >0.8g/cm3, not worked o"
3,441119,"Fibreboard of a density >0.8g/cm3, nes"
3,441121,Fibreboard of a density >0.5g/cm3 but =<0.8g/cm
3,441129,Fibreboard of a density >0.5g/cm3 but =<0.8g/cm
3,441131,Fibreboard of a density >0.35g/cm3 but =<0.5g/c
3,441139,Fibreboard of a density >0.35g/cm3 but =<0.5g/c
3,441191,"Fibreboard of a density =<0.35g/cm3, not worked"
3,441199,"Fibreboard of a density =<0.35g/cm3, nes"
2,4412,"Plywood, veneered panels and similar laminated"
3,441211,"Plywood with >=1 outer ply of tropical wood, ea"
3,441212,Plywood with >=1 outer ply of non-coniferous wo
3,441219,"Plywood, each ply =<6mm thick, nes"
3,441221,"Plywood... >6mm non-coniferous outer ply, with"
3,441229,"Plywood... >6mm non-coniferous outer ply, nes"
3,441291,Plywood... containing at  least one layer of pa
3,441299,"Plywood, veneered panels and similar laminated"
2,4413,"Densified wood, in blocks, plates, strips or pr"
3,441300,"Densified wood, in blocks, plates, strips or pr"
2,4414,"Wooden frames for paintings, photographs, mirro"
3,441400,"Wooden frames for paintings, photographs, mirro"
2,4415,Packing cases... of wood; cable-drums of wood;
3,441510,"Cases, boxes, crates, drums and similar packing"
3,441520,"Pallets, box pallets and other load boards of w"
2,4416,"Casks, barrets, vats, tubs, etc, and parts ther"
3,441600,"Casks, barrets, vats, tubs, etc, and parts ther"
2,4417,"Tools..., broom or brush bodies... of wood; boo"
3,441700,"Tools..., broom or brush bodies... of wood; boo"
2,4418,Builders' joinery and carpentry of wood
3,441810,"Windows, French-windows and their frames, of wo"
3,441820,"Doors and their frames and thresholds, of wood"
3,441830,"Parquet panels, of wood"
3,441840,"Shuttering for concrete constructional work, of"
3,441850,"Shingles and shakes, of wood"
3,441890,"Builders' joinery and carpentry, of wood, nes"
2,4419,"Tableware and kitchenware, of wood"
3,441900,"Tableware and kitchenware, of wood"
2,4420,"Wood marquetry, inlaid wood; caskets of wood; o"
3,442010,"Statuettes and other ornaments, of wood"
3,442090,"Wood marquetry, inlaid wood; caskets... of wood"
2,4421,Other articles of wood
3,442110,Clothes hangers of wood
3,442190,"Articles of wood, nes"
1,45,Cork and articles of cork.
2,4501,"Natural cork; waste cork; crushed, granulated o"
3,450110,"Natural cork, raw or simply prepared"
3,450190,"Waste cork; crushed, granulated or ground cork"
2,4502,"Natural cork, debacked or roughly squared..., e"
3,450200,"Natural cork, debacked or roughly squared..., e"
2,4503,Articles of natural cork
3,450310,Corks and stoppers of natural cork
3,450390,"Articles of natural cork, nes"
2,4504,Agglomerated cork and articles of agglomerated
3,450410,"Blocks..., tiles of any shape, solid cylinders,"
3,450490,Agglomerated cork; articles of agglomerated cor
1,46,"Manufactures of straw, esparto/other  plaiting"
2,4601,"Plaits, etc; plaiting materials, etc, woven, in"
3,460110,Plaits and similar products of plaiting materia
3,460120,"Mats, matting and screens of vegetable material"
3,460191,Vegetable plaiting material... in sheet form
3,460199,"Plaiting materials (excl. vegetable), in sheet"
2,4602,"Basketwork, wickerwork and other articles; arti"
3,460210,"Articles of vegetable plaiting materials, artic"
3,460290,Articles of plaiting materials (excl. of vegeta
1,47,Pulp of wood/of other fibrous cellulosic  mat;
2,4701,Mechanical wood pulp
3,470100,Mechanical wood pulp
2,4702,"Chemical wood pulp, dissolving grades"
3,470200,"Chemical wood pulp, dissolving grades"
2,4703,"Chemical wood pulp, soda or sulphate, other tha"
3,470311,"Unbleached coniferous chemical wood pulp, soda"
3,470319,"Unbleached non-coniferous chemical wood pulp, s"
3,470321,Semi-bleached or bleached coniferous chemical w
3,470329,Semi- or bleached non-coniferous chemical wood
2,4704,"Chemical wood pulp, sulphite, other than dissol"
3,470411,"Unbleached coniferous chemical wood pulp, sulph"
3,470419,"Unbleached non-coniferous chemical wood pulp, s"
3,470421,Semi-bleached or bleached coniferous chemical w
3,470429,Semi- or bleached non-coniferous chemical wood
2,4705,Semi-chemical wood pulp
3,470500,Semi-chemical wood pulp
2,4706,Pulps of other fibrous cellulosic material
3,470610,Cotton linters pulp
3,470691,Mechanical pulp of fibrous cellulosic material
3,470692,Chemical pulp of fibrous cellulosic material (e
3,470693,Semi-chemical pulp of fibrous cellulosic materi
2,4707,Waste and scrap of paper or paperboard
3,470710,"Waste and scrap of unbleached kraft paper, pape"
3,470720,Waste and scrap of other paper or paperboard of
3,470730,Waste and scrap of paper or paperboard made mai
3,470790,"Waste and scrap of paper or paperboard, nes"
1,48,"Paper & paperboard; art of paper pulp,  paper/p"
2,4801,"Newsprint, in rolls or sheets"
3,480100,"Newsprint, in rolls or sheets"
2,4802,"Uncoated paper..., for writing... in rolls or s"
3,480210,Hand-made paper and paperboard
3,480220,Paper and paperboard as a base for photo-sensit
3,480230,"Carbonizing base paper, uncoated, in rolls or s"
3,480240,"Wallpaper base, uncoated, in rolls or sheets"
3,480251,"Paper... (excl. mechanical fibres), weighing <4"
3,480252,"Paper... (excl. mechanical fibres), weighing >="
3,480253,"Paper... (excl. mechanical fibres), weighing >1"
3,480260,"Paper... (>10% of mechanical fibres), uncoated,"
2,4803,"Toilet... similar paper, in rolls or sheets"
3,480300,"Toilet... similar paper, in rolls or sheets"
2,4804,"Uncoated kraft paper and paperboard, in rolls o"
3,480411,"Unbleached kraftliner, uncoated, in rolls or sh"
3,480419,"Kraftliner, uncoated (excl. unbleached), in rol"
3,480421,"Unbleached sack kraft paper, uncoated, in rolls"
3,480429,"Sack kraft paper (excl. unbleached), uncoated,"
3,480431,"Unbleached kraft paper..., weighing =<150g/m2"
3,480439,"Kraft paper... (excl. unbleached), weighing =<1"
3,480441,"Unbleached kraft paper..., weighing >150g/m2 bu"
3,480442,"Kraft paper..., weighing >150g/m2 but <225g/m2,"
3,480449,"Kraft paper..., weighing >150g/m2 but <225g/m2,"
3,480451,"Unbleached kraft paper..., weighing >=225g/m2"
3,480452,"Kraft paper..., weighing >=225g/m2, bleached un"
3,480459,"Kraft paper..., weighing >=225g/m2, nes"
2,4805,"Other uncoated paper and paperboard, in rolls o"
3,480510,Semi-chemical fluting paper (corrugated medium)
3,480521,Multi-ply paper and paperboard with each layer
3,480522,Multi-ply paper... with only one outer layer bl
3,480523,"Multi-ply paper... two outer layers bleached, i"
3,480529,"Multi-ply paper and paperboard, in rolls or she"
3,480530,"Sulphite wrapping paper, in rolls or sheets"
3,480540,"Filter paper and paperboard, in rolls or sheets"
3,480550,"Felt paper and paperboard, in rolls or sheets"
3,480560,"Paper and paperboard, in rolls or sheets, weigh"
3,480570,"Paper..., in rolls or sheets, weighing >150g/m2"
3,480580,"Paper and paperboard, in rolls or sheets, weigh"
2,4806,"Vegetable parchment, greaseproof papers, etc, i"
3,480610,"Vegetable parchment, in rolls or sheets"
3,480620,"Greaseproof papers, in rolls or sheets"
3,480630,"Tracing papers, in rolls or sheets"
3,480640,Glassine and other glazed transparent or transl
2,4807,"Composite paper and paperboard, in rolls or she"
3,480710,"Composite paper..., laminated with bitumen, etc"
3,480791,"Straw paper and paperboard, in rolls or sheets"
3,480799,"Composite paper and paperboard, in rolls or she"
2,4808,"Paper and paperboard, corrugated, creped, etc,"
3,480810,"Corrugated paper and paperboard, in rolls or sh"
3,480820,"Sack kraft paper, creped or crinkled, in rolls"
3,480830,"Kraft paper, creped or crinkled, (excl. sack),"
3,480890,"Paper and paperboard, corrugated, creped, etc,"
2,4809,"Carbon paper, self-copy paper, etc, in rolls or"
3,480910,"Carbon or similar copying papers, in rolls or s"
3,480920,"Self-copy paper, in rolls or sheets"
3,480990,"Copying or transfer papers, nes, in rolls or sh"
2,4810,"Paper..., coated with kaolin (china clay), etc,"
3,481011,"Paper..., coated with kaolin, etc, weighing =<1"
3,481012,"Paper..., coated with kaolin, etc, weighing >15"
3,481021,"Light-weight coated paper for writing, etc, >10"
3,481029,"Paper... for writing, etc, >10% mechanical fibr"
3,481031,"Kraft paper..., bleached, >95% chemical fibres,"
3,481032,"Kraft paper..., bleached, >95% chemical fibres,"
3,481039,"Kraft paper and paperboard, coated..., nes"
3,481091,"Multi-ply paper and paperboard, coated..."
3,481099,"Paper and paperboard, coated with kaolin, etc,"
2,4811,"Paper, paperboard, etc, coated..., in rolls or"
3,481110,"Tarred, bituminized or asphalted paper and pape"
3,481121,Self-adhesive paper and paperboard
3,481129,Gummed paper and paperboard (excl. self-adhesiv
3,481131,"Paper..., coated... with plastics, bleached and"
3,481139,"Paper and paperboard coated... with plastics, n"
3,481140,"Paper and paperboard coated... with wax, paraff"
3,481190,"Paper, paperboard, coated... surface-decorated"
2,4812,"Filter blocks, slabs and plates, of paper pulp"
3,481200,"Filter blocks, slabs and plates, of paper pulp"
2,4813,Cigarette paper
3,481310,Cigarette paper in the form of booklets or tube
3,481320,Cigarette paper in rolls of a width =<5cm
3,481390,"Cigarette paper, nes"
2,4814,Wallpaper and similar wall coverings; window tr
3,481410,Ingrain paper
3,481420,"Wallpaper, etc, of paper coated with a... layer"
3,481430,"Wallpaper, etc, consisting of paper covered wit"
3,481490,Wallpaper and other wall coverings; window tran
2,4815,Floor coverings on a base of paper or of paperb
3,481500,Floor coverings on a base of paper or of paperb
2,4816,"Carbon paper, self-copy paper... duplicator ste"
3,481610,Carbon or similar copying papers
3,481620,Self-copy paper
3,481630,Duplicator stencils of paper
3,481690,"Copying or transfer paper, nes; offset plates,"
2,4817,"Envelopes, letter cards...; boxes, etc, of pape"
3,481710,Envelopes of paper or paperboard
3,481720,"Letter cards, plain postcards and correspondanc"
3,481730,"Boxes, etc, of paper or paperboard containing p"
2,4818,"Toilet paper..., bed sheets, etc, articles of c"
3,481810,Toilet paper
3,481820,Handkerchiefs and cleansing or facial tissues o
3,481830,Tablecloths and serviettes of paper
3,481840,"Sanitary towels and tampons, napkins and napkin"
3,481850,"Articles of apparel and clothing of paper, cell"
3,481890,"Household, sanitary or hospital articles of pap"
2,4819,"Cartons, boxes, etc; box files, etc, of paper,"
3,481910,"Cartons, boxes and cases, of corrugated paper o"
3,481920,"Folding cartons, boxes and cases, of non-corrug"
